Date,Ticker,Prev_Close,Target,Close,Open,Pre_Filled,Ret_Pre_Limit,Ret_Wait_Open,Ret_Hold_Close
2025-10-02,AMD,164.00999450683594,164.8300444793701,169.72999572753906,168.6300048828125,True,0.007560548348853088,0.028169078292262246,0.034875930810818453
2025-10-03,AMD,169.72999572753906,170.57864570617673,164.6699981689453,170.67999267578125,True,0.004999999999999833,0.0055971070061604225,-0.029812040805777
2025-10-06,AMD,164.6699981689453,165.49334815979003,203.7100067138672,226.32000732421875,True,0.0049999999999999515,0.3743851936648643,0.23708027557556827
2025-10-07,AMD,203.7100067138672,204.7285567474365,211.50999450683594,214.85000610351562,True,0.020273885179994323,0.05468557764712941,0.03828966440477654
2025-10-08,AMD,211.50999450683594,212.5675444793701,235.55999755859375,212.9499969482422,True,0.004999999999999914,0.006808200457684327,0.11370622512583217
2025-10-09,AMD,235.55999755859375,236.7377975463867,232.88999938964844,236.2050018310547,True,0.015197836977883896,-0.01133468414254492,-0.01133468414254492
2025-10-10,AMD,232.88999938964844,234.05444938659664,214.89999389648438,232.86000061035156,True,0.004999999999999848,-0.0772467926502287,-0.0772467926502287
2025-10-13,AMD,214.89999389648438,215.97449386596676,216.4199981689453,220.14500427246094,True,0.03657518067358214,0.024406749767070923,0.007073077317969174
2025-10-14,AMD,216.4199981689453,217.50209815979002,218.08999633789062,219.2899932861328,True,0.004999999999999926,0.013261228821132683,0.007716468824852551
2025-10-15,AMD,218.08999633789062,219.18044631958006,238.60000610351562,222.61000061035156,True,0.01870789000238297,0.020725408539408734,0.09404378976580148
2025-10-16,AMD,238.60000610351562,239.7930061340332,234.55999755859375,236.75999450683594,True,0.011064517304911693,-0.016932139319263614,-0.016932139319263614
2025-10-17,AMD,234.55999755859375,235.7327975463867,233.0800018310547,232.4499969482422,False,-0.0063096680718942935,-0.0063096680718942935,-0.0063096680718942935
2025-10-20,AMD,233.0800018310547,234.24540184020992,240.55999755859375,236.44000244140625,True,0.016904059284336134,0.01441565378391845,0.03209196700178872
2025-10-21,AMD,240.55999755859375,241.76279754638668,238.02999877929688,239.38999938964844,True,0.0049999999999998344,-0.010517121736670442,-0.010517121736670442
2025-10-22,AMD,238.02999877929688,239.22014877319333,230.22999572753906,236.71499633789062,False,-0.03276899168911071,-0.03276899168911071,-0.03276899168911071
2025-10-23,AMD,230.22999572753906,231.38114570617674,234.99000549316406,230.16000366210938,True,0.004999999999999916,0.02067501999721242,0.02067501999721242
2025-10-24,AMD,234.99000549316406,236.16495552062986,252.9199981689453,243.38999938964844,True,0.015660217119076485,0.03574617515692059,0.07630108624472048
2025-10-27,AMD,252.9199981689453,254.18459815979,259.6700134277344,258.20001220703125,True,0.030721184118720754,0.020876222031913024,0.026688341403039995
2025-10-28,AMD,259.6700134277344,260.968363494873,258.010009765625,259.0899963378906,False,-0.006392743005619902,-0.006392743005619902,-0.006392743005619902
2025-10-29,AMD,258.010009765625,259.3000598144531,264.3299865722656,264.19000244140625,True,0.01728611319547819,0.023952530684352612,0.02449508378524407
2025-10-30,AMD,264.3299865722656,265.65163650512693,254.83999633789062,259.9200134277344,True,0.004999999999999914,-0.03590205696083791,-0.03590205696083791
2025-10-31,AMD,254.83999633789062,256.11419631958006,256.1199951171875,259.4049987792969,True,0.01412652532507555,0.01791321027706163,0.005022754660535049
2025-11-03,AMD,256.1199951171875,257.4005950927734,259.6499938964844,259.4049987792969,True,0.0062080466700187706,0.01282603359650356,0.013782597401978423
2025-11-04,AMD,259.6499938964844,260.9482438659668,250.0500030517578,250.35000610351562,False,-0.03697281367375586,-0.03697281367375586,-0.03697281367375586
2025-11-05,AMD,250.0500030517578,251.30025306701657,256.3299865722656,243.24000549316406,True,0.004999999999999873,0.02511491079329409,0.02511491079329409
2025-11-06,AMD,256.3299865722656,257.6116365051269,237.6999969482422,253.46499633789062,True,0.004999999999999832,-0.07267971208967856,-0.07267971208967856
2025-11-07,AMD,237.6999969482422,238.88849693298337,233.5399932861328,230.9149932861328,True,0.010012633918022545,-0.017501067377023113,-0.017501067377023113
2025-11-10,AMD,233.5399932861328,234.70769325256344,243.97999572753906,242.25,True,0.03468359572976034,0.037295568057997254,0.04470327456340712
2025-11-11,AMD,243.97999572753906,245.19989570617673,237.52000427246094,241.52000427246094,True,0.004999999999999898,-0.026477545570138553,-0.026477545570138553
2025-11-12,AMD,237.52000427246094,238.7076042938232,258.8900146484375,252.91000366210938,True,0.057342520556354706,0.0647945398821838,0.08997141289818632
2025-11-13,AMD,258.8900146484375,260.18446472167966,247.9600067138672,251.89999389648438,False,-0.04221873118363732,-0.04221873118363732,-0.04221873118363732
2025-11-14,AMD,247.9600067138672,249.1998067474365,246.80999755859375,239.85000610351562,False,-0.004637881610482805,-0.004637881610482805,-0.004637881610482805
2025-11-17,AMD,246.80999755859375,248.04404754638668,240.52000427246094,242.7449951171875,True,0.008832715299098518,-0.025485164087161994,-0.025485164087161994
2025-11-18,AMD,240.52000427246094,241.72260429382322,230.2899932861328,236.67999267578125,False,-0.04253289042328294,-0.04253289042328294,-0.04253289042328294
2025-11-19,AMD,230.2899932861328,231.44144325256346,223.5500030517578,230.25999450683594,True,0.004999999999999926,-0.029267403842426775,-0.029267403842426775
2025-11-20,AMD,223.5500030517578,224.66775306701658,206.02000427246094,232.63999938964844,True,0.05819725685814474,0.04066202734869141,-0.07841645511066359
2025-11-21,AMD,206.02000427246094,207.0501042938232,203.77999877929688,208.8300018310547,True,0.004999999999999846,0.013639440347149664,-0.010872757240610775
2025-11-24,AMD,203.77999877929688,204.79889877319334,215.0500030517578,207.16000366210938,True,0.009716366829737536,0.016586538929530572,0.05530476170365901
2025-11-25,AMD,215.0500030517578,216.1252530670166,206.1300048828125,201.35000610351562,False,-0.041478716774528315,-0.041478716774528315,-0.041478716774528315
2025-11-26,AMD,206.1300048828125,207.16065490722653,214.24000549316406,210.14999389648438,True,0.00499999999999984,0.019502202097929845,0.039344105264840994
2025-11-28,AMD,214.24000549316406,215.31120552062987,217.52999877929688,216.39500427246094,True,0.004999999999999936,0.010058806590936333,0.015356577678195538
2025-12-01,AMD,217.52999877929688,218.61764877319334,219.75999450683594,213.96499633789062,False,0.010251439985533156,0.010251439985533156,0.010251439985533156
2025-12-02,AMD,219.75999450683594,220.8587944793701,215.24000549316406,221.8249969482422,True,0.004999999999999876,0.009396625832833351,-0.020567842767812202
2025-12-03,AMD,215.24000549316406,216.31620552062986,217.60000610351562,216.47000122070312,True,0.006411422001565458,0.0057145312030672975,0.010964507294748769
2025-12-04,AMD,217.60000610351562,218.68800613403317,215.97999572753906,216.84500122070312,False,-0.007444900416068458,-0.007444900416068458,-0.007444900416068458
2025-12-05,AMD,215.97999572753906,217.05989570617675,217.97000122070312,217.1649932861328,True,0.009399038395304902,0.00548660793608236,0.009213841710018711
2025-12-08,AMD,217.97000122070312,219.05985122680661,221.11000061035156,219.0800018310547,True,0.00499999999999988,0.005092446685943923,0.014405649273126653
2025-12-09,AMD,221.11000061035156,222.2155506134033,221.6199951171875,221.11000061035156,True,0.016778975982123634,0.0023065194040439137,0.0023065194040439137
2025-12-10,AMD,221.6199951171875,222.7280950927734,221.4199981689453,221.82179260253906,True,0.004999999999999836,-0.0009024318773061689,-0.0009024318773061689
2025-12-11,AMD,221.4199981689453,222.52709815979003,221.42999267578125,217.80999755859375,False,4.5138230144467835e-05,4.5138230144467835e-05,4.5138230144467835e-05
2025-12-12,AMD,221.42999267578125,222.53714263916012,210.77999877929688,219.0,False,-0.04809643792057629,-0.04809643792057629,-0.04809643792057629
2025-12-15,AMD,210.77999877929688,211.83389877319334,207.5800018310547,212.3699951171875,True,0.004999999999999908,0.007543392860322935,-0.015181691653736246
2025-12-16,AMD,207.5800018310547,208.61790184020995,209.1699981689453,206.82090759277344,False,0.007659679756553292,0.007659679756553292,0.007659679756553292
2025-12-17,AMD,209.1699981689453,210.21584815979003,198.11000061035156,209.89999389648438,True,0.0049999999999999455,-0.05287564017503437,-0.05287564017503437
2025-12-18,AMD,198.11000061035156,199.1005506134033,201.05999755859375,203.80499267578125,True,0.010347783470459079,0.028746615758337014,0.01489070182804313
2025-12-19,AMD,201.05999755859375,202.0652975463867,213.42999267578125,204.60000610351562,True,0.012732529953703038,0.01760672728492514,0.06152389966871746
2025-12-22,AMD,213.42999267578125,214.49714263916013,214.9499969482422,220.0,True,0.010495279019296522,0.030782961859531915,0.007121793209120128
2025-12-23,AMD,214.9499969482422,216.02474693298336,214.89999389648438,214.1999969482422,True,0.004999999999999831,-0.0002326264362304352,-0.0002326264362304352
2025-12-24,AMD,214.89999389648438,215.97449386596676,215.0399932861328,214.9499969482422,True,0.004999999999999847,0.0006514629763827453,0.0006514629763827453
2025-10-02,CAVA,61.66999816894531,61.97834815979003,63.2400016784668,61.45000076293945,False,0.0254581410108113,0.0254581410108113,0.0254581410108113
2025-10-03,CAVA,63.2400016784668,63.556201686859126,63.529998779296875,63.209999084472656,True,0.007590106084653082,0.004585659284206219,0.004585659284206219
2025-10-06,CAVA,63.529998779296875,63.847648773193356,63.79999923706055,64.01000213623047,True,0.00897215853384954,0.007555538582664305,0.0042499679356464825
2025-10-07,CAVA,63.79999923706055,64.11899923324584,61.630001068115234,63.75,True,0.0049999999999999194,-0.03401251089176801,-0.03401251089176801
2025-10-08,CAVA,61.630001068115234,61.938151073455806,63.15999984741211,62.0,True,0.007626138629550093,0.006003552254945319,0.0248255517244901
2025-10-09,CAVA,63.15999984741211,63.47579984664916,65.02999877929688,64.16000366210938,True,0.00807473327770739,0.01583286600875822,0.029607329582053286
2025-10-10,CAVA,65.02999877929688,65.35514877319335,62.150001525878906,65.72000122070312,True,0.007227452399288002,0.010610525209265743,-0.04428721063323859
2025-10-13,CAVA,62.150001525878906,62.460751533508294,63.33000183105469,62.619998931884766,True,0.011584850465712185,0.007562307231966119,0.01898632785526861
2025-10-14,CAVA,63.33000183105469,63.646651840209955,64.70999908447266,62.0,True,0.00499999999999991,0.021790576559580475,0.021790576559580475
2025-10-15,CAVA,64.70999908447266,65.03354907989501,63.790000915527344,65.2699966430664,True,0.012053792714617763,0.008653957139803499,-0.014217248987198157
2025-10-16,CAVA,63.790000915527344,64.10895092010497,63.36000061035156,63.90999984741211,True,0.004999999999999893,-0.006740873162005449,-0.006740873162005449
2025-10-17,CAVA,63.36000061035156,63.676800613403316,62.86000061035156,62.86000061035156,False,-0.007891414065395567,-0.007891414065395567,-0.007891414065395567
2025-10-20,CAVA,62.86000061035156,63.17430061340331,62.290000915527344,62.810001373291016,True,0.01336301911378143,-0.009067764703940414,-0.009067764703940414
2025-10-21,CAVA,62.290000915527344,62.60145092010497,65.47000122070312,62.209999084472656,True,0.0093112710860159,0.05105153730031631,0.05105153730031631
2025-10-22,CAVA,65.47000122070312,65.79735122680664,64.3499984741211,65.87000274658203,True,0.006262391502250643,0.00610969174310045,-0.01710711357414578
2025-10-23,CAVA,64.3499984741211,64.67174846649169,64.22000122070312,64.08000183105469,True,0.004999999999999894,-0.0020201593861769594,-0.0020201593861769594
2025-10-24,CAVA,64.22000122070312,64.54110122680663,63.599998474121094,65.23999786376953,True,0.012145729748840622,0.015882849948274085,-0.0096543558828547
2025-10-27,CAVA,63.599998474121094,63.917998466491696,62.939998626708984,63.79999923706055,True,0.004999999999999946,-0.010377356340356894,-0.010377356340356894
2025-10-28,CAVA,62.939998626708984,63.25469861984252,62.13999938964844,62.970001220703125,True,0.004999999999999878,-0.012710506109243258,-0.012710506109243258
2025-10-29,CAVA,62.13999938964844,62.450699386596675,60.470001220703125,61.5,True,0.004999999999999922,-0.026874769638692793,-0.026874769638692793
2025-10-30,CAVA,60.470001220703125,60.772351226806634,53.70000076293945,54.93000030517578,False,-0.11195634729780402,-0.11195634729780402,-0.11195634729780402
2025-10-31,CAVA,53.70000076293945,53.96850076675415,53.72999954223633,54.0099983215332,True,0.009310972624894625,0.005772766372243552,0.0005586364780385324
2025-11-03,CAVA,53.72999954223633,53.99864953994751,52.61000061035156,53.099998474121094,True,0.00688629184656556,-0.02084494586686813,-0.02084494586686813
